Text,Category 
" @shivshaktiartandcraft  ठीक आहे तुम्ही तुमची कितीही पुंगी वाजवलीत तरी ते सगळेच ऐकतील असं नाही, त्यामुळे उगाच वेळ वाया घालवू नका, चांगल काम करा, आणि अगदीच मोकळा वेळ असेल तर अशा प्रकारच्या विकृत जमातीला मदत करा, तुमचं भलं होईल,",None of the categories
"He sagal thiky o pn pudh kay 😅
Future mdhe prblm hoil ekmekancha 💯",Transphobia
Courtakade kitek asya achika dakhal aahet pan courtala nako tya gostit last inrest asto Kay he manave mala vatate he udya nako nako the laws kadtil,None of the categories
Yekdam khar aahe,None of the categories
समाज गेला चुलीत,Transphobia
Aata mitransobat firayla pan bhiti vatate. . kon sala gand marel kalnar pan nahi.,Homophobia
थोड्या दिवसात काही पैसे साठी जनावर बरोबर पण लग्न करतील साले,Transphobia
हे प्रसिद्ध अभिनेते निसर्गाच्या विरोधात लोकांना वागायला शिकवतात…,Homophobia
खूप खूप शुभेच्छा दोघांना पण पुढील वाटचालीसाठी 💐💐💐💐💐💐,None of the categories
1 number aai saheb 🙏🙏,None of the categories
Dada khup mhoti mhiti bhetli tuja ya channel  vrun ❤.. great work buddha  blessed you,None of the categories
दोघाना कापून टाका,Homophobia
Sir transgender  साठी chalavlela upkram    khup कौतुकास्पद आहे 🌹,None of the categories
उत्तम!! असे sensitive विषय समाजापुढे येणं खूप गरजेचं आहे!,None of the categories
 @NisarMujavar dharma ha mansane banavla... Dharma mansachya jivnala disha dakhavto... Jivan ghadvat nahi... Jivan ghadavne ha sarvasvi aapla adhikar ahe... Ani dharmat nirnay sagli loka ghet nahit... Jo loka dharmachya addhyakshya sthani baslele astat ti ghetat like maulana and all... Tyanchi mata aapan dharmachi mata or devacha aadesh mhanun nahi palu shakat... Hey jara samjun ghya...,None of the categories
marathi reels var funny dubbing bhet dya channel la 🤓,None of the categories
यांच्या अश्या आयुष्याला आपणच कुठे तरी जबाबदार आहोत,None of the categories
खूप छान मला खूप आवडले तूमचे बोलने आई,None of the categories
Aata hech bagaych rahile hote,Homophobia
Khup talent ahe.....👊👊,None of the categories
 @rekhathakur8921  तुमच्या घरात असे example set करा ताई,None of the categories
